Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
244,tt6158692,2019-10-29,2019-10-29,,"Who's Watching Oliver","Who's Watching Oliver",https://www.imdb.com/title/tt6158692/,Movie,5.0,87,2017,"Crime, Drama, Horror",1545,2018-07-03,"Richie Moore",6,2019-10-29
245,tt0119081,2019-10-29,2019-10-29,,"Event Horizon","Event Horizon",https://www.imdb.com/title/tt0119081/,Movie,6.6,96,1997,"Horror, Sci-Fi, Thriller",212099,1997-08-15,"Paul W.S. Anderson",7,2019-06-19
246,tt0877358,2019-10-29,2019-10-29,,"The Other Gods","The Other Gods",https://www.imdb.com/title/tt0877358/,Video,6.1,5,2006,"Animation, Short, Horror",184,2006-10,"Peter Rhodes",,
247,tt0037441,2019-10-29,2019-10-29,,"Voodoo Man","Voodoo Man",https://www.imdb.com/title/tt0037441/,Movie,5.2,62,1944,"Crime, Drama, Horror, Mystery, Romance, Sci-Fi",1343,1944-02-21,"William Beaudine",,
248,tt0073582,2019-10-29,2019-10-29,,"Deep Red","Profondo rosso",https://www.imdb.com/title/tt0073582/,Movie,7.5,127,1975,"Horror, Mystery, Thriller",46844,1976-06-11,"Dario Argento",,
249,tt0093677,2019-10-29,2019-10-29,,"Opera","Opera",https://www.imdb.com/title/tt0093677/,Movie,6.9,107,1987,"Crime, Horror, Mystery, Thriller",21540,1987-12-19,"Dario Argento",,
250,tt0023333,2019-10-29,2019-10-29,,"The Phantom Express","The Phantom Express",https://www.imdb.com/title/tt0023333/,Movie,5.3,70,1932,"Mystery, Romance, Thriller",247,1932-08-15,"Emory Johnson",,
251,tt2625810,2019-10-29,2019-10-29,,"Into the Forest","Into the Forest",https://www.imdb.com/title/tt2625810/,Movie,5.8,101,2015,"Drama, Sci-Fi, Thriller",22929,2016-07-29,"Patricia Rozema",8,2019-10-29
252,tt4779026,2019-10-29,2019-10-29,,"I Had a Bloody Good Time at House Harker","I Had a Bloody Good Time at House Harker",https://www.imdb.com/title/tt4779026/,Movie,5.6,80,2016,"Action, Comedy, Horror",994,2017-10-13,"Clayton Cogswell",8,2018-04-19
253,tt1612782,2019-10-29,2019-10-29,,"The Butterfly Room","The Butterfly Room",https://www.imdb.com/title/tt1612782/,Movie,5.4,87,2012,"Horror, Thriller",2679,2014-04-11,"Jonathan Zarantonello",6,2019-06-19
254,tt0478329,2019-10-29,2019-10-29,,"The Gray Man","The Gray Man",https://www.imdb.com/title/tt0478329/,Movie,5.9,97,2007,"Biography, Crime, Thriller",1950,2007,"Scott L. Flynn",,
255,tt2089653,2019-10-29,2019-10-29,,"Craters of the Moon","Craters of the Moon",https://www.imdb.com/title/tt2089653/,Movie,5.7,77,2013,"Drama, Horror, Thriller",265,2016,"Jesse Millward",7,2019-10-29
256,tt0377749,2019-10-29,2019-10-29,,"Dead Birds","Dead Birds",https://www.imdb.com/title/tt0377749/,Movie,5.6,91,2004,"Horror, Thriller, Western",11833,2005-02-13,"Alex Turner",6,2019-10-29
257,tt1715336,2019-10-29,2019-10-29,,"Anna","Anna",https://www.imdb.com/title/tt1715336/,Movie,6.4,99,2013,"Drama, Mystery, Sci-Fi, Thriller",26540,2014-01-24,"Jorge Dorado",7,2019-10-29
258,tt7224520,2019-10-29,2019-10-29,,"Ever After","Endzeit",https://www.imdb.com/title/tt7224520/,Movie,4.9,90,2018,"Fantasy, Horror, Romance",1073,2019-06-21,"Carolina Hellsgård",8,2019-10-29
259,tt5810122,2019-10-29,2019-10-29,,"Let Her Out","Let Her Out",https://www.imdb.com/title/tt5810122/,Movie,4.6,89,2016,"Horror, Mystery, Sci-Fi, Thriller",1973,2017-10-20,"Cody Calahan",,
260,tt4181782,2019-10-29,2019-10-29,,"The Crucifixion","The Crucifixion",https://www.imdb.com/title/tt4181782/,Movie,5.1,90,2017,"Horror, Mystery, Thriller",10032,2017-10-06,"Xavier Gens",,
261,tt3908142,2019-10-29,2019-10-29,,"The Love Witch","The Love Witch",https://www.imdb.com/title/tt3908142/,Movie,6.2,120,2016,"Comedy, Horror, Romance, Thriller",23484,2017-03-10,"Anna Biller",,
262,tt0067924,2019-10-29,2019-10-29,,"Vampire Circus","Vampire Circus",https://www.imdb.com/title/tt0067924/,Movie,6.3,84,1972,"Horror",5445,1972-10-11,"Robert Young",,
263,tt0077889,2019-10-29,2019-10-29,,"Magic","Magic",https://www.imdb.com/title/tt0077889/,Movie,6.8,107,1978,"Drama, Horror",15230,1978-11-08,"Richard Attenborough",,
264,tt0062453,2019-10-29,2019-10-29,,"Viy","Viy",https://www.imdb.com/title/tt0062453/,Movie,7.2,77,1967,"Drama, Fantasy, Horror",11432,1967-11-27,"Aleksandr Ptushko, Konstantin Ershov, Georgiy Kropachyov",8,2022-10-26
265,tt0082307,2019-10-29,2019-10-29,,"The Beyond","...E tu vivrai nel terrore! L'aldilà",https://www.imdb.com/title/tt0082307/,Movie,6.5,87,1981,"Horror",27587,1983-11-11,"Lucio Fulci",,
266,tt5833412,2019-10-29,2019-10-29,,"Get My Gun","Get My Gun",https://www.imdb.com/title/tt5833412/,Movie,5.1,89,2017,"Horror, Thriller",372,2018-09-01,"Brian Darwas",6,2019-08-21
267,tt0115610,2019-10-29,2019-10-29,,"Bad Moon","Bad Moon",https://www.imdb.com/title/tt0115610/,Movie,5.8,80,1996,"Horror, Thriller",9751,1996-11-01,"Eric Red",,
268,tt0082511,2019-10-29,2019-10-29,,"Hell Night","Hell Night",https://www.imdb.com/title/tt0082511/,Movie,5.6,101,1981,"Horror, Thriller",9719,1981-08-28,"Tom DeSimone",,
269,tt0067176,2019-10-29,2019-10-29,,"Hands of the Ripper","Hands of the Ripper",https://www.imdb.com/title/tt0067176/,Movie,6.2,85,1971,"Horror",3332,1972-07-13,"Peter Sasdy",,
270,tt0068458,2019-10-29,2019-10-29,,"Death Line","Death Line",https://www.imdb.com/title/tt0068458/,Movie,5.9,87,1972,"Horror, Mystery",5929,1973-09-14,"Gary Sherman",6,2019-10-29
271,tt6556576,2019-10-29,2019-10-29,,"Monster Party","Monster Party",https://www.imdb.com/title/tt6556576/,Movie,5.5,89,2018,"Horror, Thriller",5185,2018-11-02,"Chris von Hoffmann",6,2019-10-29
272,tt3705412,2019-10-29,2019-10-29,,"Deathgasm","Deathgasm",https://www.imdb.com/title/tt3705412/,Movie,6.3,86,2015,"Comedy, Horror, Music",20675,2015-10-02,"Jason Lei Howden",7,2019-10-29
273,tt0099763,2019-10-29,2019-10-29,,"Henry: Portrait of a Serial Killer","Henry: Portrait of a Serial Killer",https://www.imdb.com/title/tt0099763/,Movie,7.0,83,1986,"Biography, Crime, Drama, Horror, Thriller",43879,1991-02-06,"John McNaughton",6,2018-04-08
274,tt3074694,2019-10-29,2019-10-29,,"V.C. Andrews' Dollanganger Saga: Flowers in the Attic","The Dollanganger Saga: Flowers in the Attic",https://www.imdb.com/title/tt3074694/,TV Episode,6.0,89,2014,"Drama, Mystery, Romance, Thriller",10479,2014-01-18,"Deborah Chow",,
275,tt0093036,2019-10-29,2019-10-29,,"Flowers in the Attic","Flowers in the Attic",https://www.imdb.com/title/tt0093036/,Movie,5.8,93,1987,"Drama, Mystery, Thriller",12007,1987-11-20,"Jeffrey Bloom",,
276,tt3610746,2019-10-29,2019-10-29,,"Don't Hang Up","Don't Hang Up",https://www.imdb.com/title/tt3610746/,Movie,5.6,83,2016,"Horror, Thriller",17495,2017-02-10,"Damien Macé, Alexis Wajsbrot",6,2019-10-29
277,tt0058567,2019-10-29,2019-10-29,,"Blood and Black Lace","6 donne per l'assassino",https://www.imdb.com/title/tt0058567/,Movie,7.1,88,1964,"Crime, Drama, Horror, Mystery, Thriller",14945,1965-04-07,"Mario Bava",,
278,tt8762206,2019-10-29,2019-10-29,,"Creepshow","Creepshow",https://www.imdb.com/title/tt8762206/,TV Series,7.0,44,2019,"Fantasy, Horror, Mystery, Thriller",10431,2019-09-26,,,
279,tt0092796,2019-10-29,2019-10-29,,"Creepshow 2","Creepshow 2",https://www.imdb.com/title/tt0092796/,Movie,6.1,92,1987,"Fantasy, Horror",30533,1987-05-01,"Michael Gornick",5,2018-04-08
280,tt4807272,2019-10-29,2019-10-29,,"Ruin Me","Ruin Me",https://www.imdb.com/title/tt4807272/,Movie,5.2,87,2017,"Horror, Mystery, Thriller",3563,2018-10-05,"Preston DeFrancis",7,2022-10-27
281,tt2527186,2019-10-29,2019-10-29,,"All Cheerleaders Die","All Cheerleaders Die",https://www.imdb.com/title/tt2527186/,Movie,5.1,89,2013,"Comedy, Horror",9964,2014-05-08,"Lucky McKee, Chris Sivertson",,
282,tt3148348,2019-10-29,2019-10-29,,"Let Us Prey","Let Us Prey",https://www.imdb.com/title/tt3148348/,Movie,5.8,92,2014,"Drama, Horror, Thriller",11764,2015-06-12,"Brian O'Malley",9,2019-10-29
283,tt0023293,2019-10-29,2019-10-29,,"The Old Dark House","The Old Dark House",https://www.imdb.com/title/tt0023293/,Movie,7.0,72,1932,"Adventure, Comedy, Drama, Horror, Thriller",14580,1932-10-20,"James Whale",8,2019-02-28
284,tt8998472,2019-10-29,2019-10-29,,"You Might Be the Killer","You Might Be the Killer",https://www.imdb.com/title/tt8998472/,Movie,5.9,92,2018,"Comedy, Horror, Mystery, Thriller",6879,2018-12-04,"Brett Simmons",7,2019-10-29
285,tt0296042,2019-10-29,2019-10-29,,"Ichi the Killer","Koroshiya 1",https://www.imdb.com/title/tt0296042/,Movie,6.9,129,2001,"Action, Crime, Drama",63423,2001-12-22,"Takashi Miike",6,2019-10-29
286,tt3602128,2019-10-29,2019-10-29,,"Night of the Living Deb","Night of the Living Deb",https://www.imdb.com/title/tt3602128/,Movie,5.6,85,2015,"Comedy, Horror, Romance",4674,2015-10-08,"Kyle Rankin",,
287,tt1034385,2019-10-29,2019-10-29,,"Cold Skin","Cold Skin",https://www.imdb.com/title/tt1034385/,Movie,6.0,108,2017,"Action, Fantasy, Horror, Sci-Fi, Thriller",19831,2018-09-07,"Xavier Gens",7,2019-10-29
288,tt6842126,2019-10-29,2019-10-29,,"Don't Leave Home","Don't Leave Home",https://www.imdb.com/title/tt6842126/,Movie,5.0,86,2018,"Horror, Mystery, Thriller",1918,2018-11-14,"Michael Tully",7,2019-10-29
289,tt2389182,2019-10-29,2019-10-29,,"Cheap Thrills","Cheap Thrills",https://www.imdb.com/title/tt2389182/,Movie,6.7,88,2013,"Comedy, Crime, Drama, Thriller",21346,2014-03-21,"E.L. Katz",9,2019-11-01
290,tt2965466,2019-10-29,2019-10-29,,"Last Shift","Last Shift",https://www.imdb.com/title/tt2965466/,Movie,5.8,88,2014,"Horror, Mystery",27141,2015-10-06,"Anthony DiBlasi",5,2019-10-29
291,tt7500618,2019-10-29,2019-10-29,,"Party Hard Die Young","Party Hard Die Young",https://www.imdb.com/title/tt7500618/,Movie,4.9,90,2018,"Horror, Thriller",1653,2018-03-23,"Dominik Hartl",5,2019-10-29
292,tt0109550,2019-10-29,2019-10-29,,"Dark Waters","Dark Waters",https://www.imdb.com/title/tt0109550/,Movie,5.9,94,1993,"Drama, Horror, Mystery",3516,2006-09-29,"Mariano Baino",,
293,tt2517658,2019-10-29,2019-10-29,,"The Canal","The Canal",https://www.imdb.com/title/tt2517658/,Movie,5.8,92,2014,"Drama, Horror, Mystery, Thriller",15533,2014-10-10,"Ivan Kavanagh",6,2019-10-29
294,tt4701908,2019-10-29,2019-10-29,,"Dearest Sister","Nong Hak",https://www.imdb.com/title/tt4701908/,Movie,5.9,101,2016,"Drama, Horror",507,2017-04-21,"Mattie Do",6,2019-10-29
295,tt2318527,2019-10-29,2019-10-29,,"Hell Baby","Hell Baby",https://www.imdb.com/title/tt2318527/,Movie,5.0,98,2013,"Comedy, Horror",10548,2014-03,"Robert Ben Garant, Thomas Lennon",8,2019-10-29
296,tt2984576,2019-10-29,2019-10-29,,"Death House","Death House",https://www.imdb.com/title/tt2984576/,Movie,3.0,95,2017,"Action, Crime, Horror, Sci-Fi, Thriller",1846,2018-02-23,"B. Harrison Smith",3,2019-05-14
297,tt2393827,2019-10-29,2019-10-29,,"Howl","Howl",https://www.imdb.com/title/tt2393827/,Movie,5.5,92,2015,"Action, Fantasy, Horror, Mystery, Thriller",17932,2015-10-16,"Paul Hyett",7,2019-10-29
298,tt4499228,2019-10-30,2019-10-30,,"Gehenna: Where Death Lives","Gehenna: Where Death Lives",https://www.imdb.com/title/tt4499228/,Movie,4.9,105,2016,"Horror, Mystery, Thriller",2733,2018-05-04,"Hiroshi Katagiri",2,2019-10-30
299,tt1591095,2019-10-31,2019-10-31,,"Insidious","Insidious",https://www.imdb.com/title/tt1591095/,Movie,6.8,103,2010,"Horror, Mystery, Thriller",362999,2011-04-01,"James Wan",8,2019-10-31
300,tt0017739,2019-10-31,2019-10-31,,"The Cat and the Canary","The Cat and the Canary",https://www.imdb.com/title/tt0017739/,Movie,7.1,108,1927,"Comedy, Horror, Mystery, Thriller",3772,1927-09-09,"Paul Leni",,
301,tt1278340,2019-10-31,2019-10-31,,"Dead Snow","Død snø",https://www.imdb.com/title/tt1278340/,Movie,6.3,91,2009,"Comedy, Fantasy, Horror",72626,2009-01-09,"Tommy Wirkola",8,2019-06-19
302,tt2832470,2019-10-31,2019-10-31,,"Dead Snow 2: Red vs. Dead","Død snø 2",https://www.imdb.com/title/tt2832470/,Movie,6.8,100,2014,"Action, Comedy, Horror",28275,2014-10-07,"Tommy Wirkola",6,2018-04-08
303,tt2870612,2019-11-01,2019-11-01,,"As Above, So Below","As Above, So Below",https://www.imdb.com/title/tt2870612/,Movie,6.3,93,2014,"Adventure, Horror, Mystery, Thriller",128296,2014-08-29,"John Erick Dowdle",8,2022-10-28
304,tt1028528,2019-11-01,2019-11-01,,"Death Proof","Death Proof",https://www.imdb.com/title/tt1028528/,Movie,7.0,127,2007,"Drama, Thriller",331346,2007-05-31,"Quentin Tarantino",,
305,tt1077258,2019-11-01,2019-11-01,,"Planet Terror","Planet Terror",https://www.imdb.com/title/tt1077258/,Movie,7.0,105,2007,"Action, Comedy, Horror, Thriller",231882,2007-04-06,"Robert Rodriguez",,
306,tt0462322,2019-11-01,2019-11-01,,"Grindhouse","Grindhouse",https://www.imdb.com/title/tt0462322/,Movie,7.5,191,2007,"Horror, Thriller",196205,2007-04-06,"Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie",,
307,tt0258000,2019-11-01,2019-11-01,,"Panic Room","Panic Room",https://www.imdb.com/title/tt0258000/,Movie,6.8,112,2002,"Crime, Drama, Thriller",312607,2002-03-29,"David Fincher",,
308,tt0119174,2019-11-01,2019-11-01,,"The Game","The Game",https://www.imdb.com/title/tt0119174/,Movie,7.7,129,1997,"Drama, Mystery, Thriller",465109,1997-09-12,"David Fincher",,
309,tt1984153,2019-11-03,2019-11-03,,"Excision","Excision",https://www.imdb.com/title/tt1984153/,Movie,6.1,81,2012,"Comedy, Drama, Horror",26510,2012-11-02,"Richard Bates Jr.",7,2019-11-03
310,tt0490076,2019-11-03,2019-11-03,,"All the Boys Love Mandy Lane","All the Boys Love Mandy Lane",https://www.imdb.com/title/tt0490076/,Movie,5.5,90,2006,"Horror, Mystery, Thriller",35888,2013-09-06,"Jonathan Levine",7,2019-11-03
311,tt0452702,2019-11-03,2019-11-03,,"Vacancy","Vacancy",https://www.imdb.com/title/tt0452702/,Movie,6.2,85,2007,"Horror, Thriller",112445,2007-04-20,"Nimród Antal",,
312,tt2620736,2019-11-03,2019-11-03,,"Jug Face","Jug Face",https://www.imdb.com/title/tt2620736/,Movie,5.3,81,2013,"Drama, Horror, Thriller",8442,2013-07-08,"Chad Crawford Kinkle",7,2019-11-03
313,tt0081184,2019-11-03,2019-11-03,,"Motel Hell","Motel Hell",https://www.imdb.com/title/tt0081184/,Movie,6.0,101,1980,"Comedy, Horror, Thriller",14872,1980-10-24,"Kevin Connor",,
314,tt0960890,2019-11-03,2019-11-03,,"Zombie Strippers!","Zombie Strippers!",https://www.imdb.com/title/tt0960890/,Movie,4.1,94,2008,"Comedy, Horror, Sci-Fi",19530,2008-09-19,"Jay Lee",3,2018-04-08
315,tt6535880,2019-11-04,2019-11-04,,"Haunt","Haunt",https://www.imdb.com/title/tt6535880/,Movie,6.3,92,2019,"Horror, Thriller",45131,2019-09-13,"Scott Beck, Bryan Woods",7,2019-11-04
316,tt2885364,2019-11-05,2019-11-05,,"Willow Creek","Willow Creek",https://www.imdb.com/title/tt2885364/,Movie,5.1,80,2013,"Adventure, Drama, Horror, Mystery, Thriller",14150,2014-05-02,"Bobcat Goldthwait",6,2019-11-05
317,tt2235779,2019-11-05,2019-11-05,,"The Quiet Ones","The Quiet Ones",https://www.imdb.com/title/tt2235779/,Movie,5.1,98,2014,"Horror, Mystery, Thriller",22003,2014-04-25,"John Pogue",7,2019-11-05
318,tt2400463,2019-11-05,2019-11-05,,"The Invitation","The Invitation",https://www.imdb.com/title/tt2400463/,Movie,6.6,100,2015,"Drama, Horror, Mystery, Thriller",127891,2016-04-08,"Karyn Kusama",9,2020-10-24
319,tt0086541,2019-11-05,2019-11-05,,"Videodrome","Videodrome",https://www.imdb.com/title/tt0086541/,Movie,7.2,87,1983,"Drama, Horror, Sci-Fi, Thriller",111689,1983-02-04,"David Cronenberg",10,2018-04-08
320,tt3278330,2019-11-05,2019-11-05,,"Tale of Tales","Il racconto dei racconti - Tale of Tales",https://www.imdb.com/title/tt3278330/,Movie,6.4,134,2015,"Drama, Fantasy, Horror",33052,2016-04-22,"Matteo Garrone",,
321,tt1270761,2019-11-09,2019-11-09,,"Don't Be Afraid of the Dark","Don't Be Afraid of the Dark",https://www.imdb.com/title/tt1270761/,Movie,5.5,99,2010,"Fantasy, Horror, Thriller",52068,2011-08-26,"Troy Nixey",,
322,tt5586362,2019-11-09,2019-11-09,,"The Maus","The Maus",https://www.imdb.com/title/tt5586362/,Movie,4.4,90,2017,"Drama, Fantasy, Horror",5154,2018-03-02,"Yayo Herrero",10,2019-11-09
323,tt8772262,2019-11-15,2019-11-15,,"Midsommar","Midsommar",https://www.imdb.com/title/tt8772262/,Movie,7.1,148,2019,"Drama, Horror, Mystery, Thriller",474512,2019-07-03,"Ari Aster",9,2019-11-15
324,tt8134742,2019-11-17,2019-11-17,,"3 from Hell","3 from Hell",https://www.imdb.com/title/tt8134742/,Movie,5.4,115,2019,"Action, Horror",19996,2019-09-16,"Rob Zombie",6,2022-10-29
325,tt1560220,2019-11-17,2019-11-17,,"Zombieland: Double Tap","Zombieland: Double Tap",https://www.imdb.com/title/tt1560220/,Movie,6.7,99,2019,"Action, Comedy, Horror",222452,2019-10-18,"Ruben Fleischer",,
326,tt2330322,2019-11-17,2019-11-17,,"The Conspiracy","The Conspiracy",https://www.imdb.com/title/tt2330322/,Movie,6.2,84,2012,"Horror, Thriller",14193,2013-08-08,"Christopher MacBride",7,2019-11-17
327,tt9177040,2019-11-21,2019-11-21,,"Trick","Trick",https://www.imdb.com/title/tt9177040/,Movie,4.9,100,2019,"Crime, Horror, Mystery, Thriller",5167,2019-10-18,"Patrick Lussier",7,2019-11-21
328,tt7772580,2019-11-21,2019-11-21,,"The Perfection","The Perfection",https://www.imdb.com/title/tt7772580/,Movie,6.2,90,2018,"Drama, Horror, Thriller",53165,2019-05-24,"Richard Shepard",8,2019-11-21
329,tt1954315,2019-11-21,2019-11-21,,"Borgman","Borgman",https://www.imdb.com/title/tt1954315/,Movie,6.7,113,2013,"Drama, Mystery, Thriller",19741,2013-08-29,"Alex van Warmerdam",5,2019-11-21
330,tt2531334,2019-11-21,2019-11-21,,"Keep Watching","Keep Watching",https://www.imdb.com/title/tt2531334/,Movie,4.3,89,2017,"Horror, Mystery, Thriller",5185,2017-10-31,"Sean Carter",6,2019-11-21
331,tt0082933,2019-11-21,2019-11-21,,"Possession","Possession",https://www.imdb.com/title/tt0082933/,Movie,7.2,124,1981,"Drama, Horror",55041,1983-10-28,"Andrzej Zulawski",9,2019-11-21
332,tt8359848,2019-11-21,2019-11-21,,"Climax","Climax",https://www.imdb.com/title/tt8359848/,Movie,6.9,97,2018,"Drama, Horror, Music, Thriller",88640,2019-03-15,"Gaspar Noé",6,2020-10-24
333,tt0056687,2019-11-21,2019-11-21,,"What Ever Happened to Baby Jane?","What Ever Happened to Baby Jane?",https://www.imdb.com/title/tt0056687/,Movie,8.0,134,1962,"Drama, Horror, Thriller",66930,1962-10-31,"Robert Aldrich",7,2019-11-21
334,tt0210070,2019-11-21,2019-11-21,,"Ginger Snaps","Ginger Snaps",https://www.imdb.com/title/tt0210070/,Movie,6.8,108,2000,"Drama, Fantasy, Horror, Thriller",57059,2001-05-11,"John Fawcett",9,2019-02-03
335,tt4547056,2019-11-21,2019-11-21,,"The Girl with All the Gifts","The Girl with All the Gifts",https://www.imdb.com/title/tt4547056/,Movie,6.6,111,2016,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",68419,2017-01-26,"Colm McCarthy",10,2019-02-03
336,tt0210070,2019-11-21,2019-11-21,,"Ginger Snaps","Ginger Snaps",https://www.imdb.com/title/tt0210070/,Movie,6.8,108,2000,"Drama, Fantasy, Horror, Thriller",57059,2001-05-11,"John Fawcett",9,2019-02-03
337,tt4547056,2019-11-21,2019-11-21,,"The Girl with All the Gifts","The Girl with All the Gifts",https://www.imdb.com/title/tt4547056/,Movie,6.6,111,2016,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",68419,2017-01-26,"Colm McCarthy",10,2019-02-03
338,tt0070047,2019-11-21,2019-11-21,,"The Exorcist","The Exorcist",https://www.imdb.com/title/tt0070047/,Movie,8.1,122,1973,"Horror",493514,1973-12-26,"William Friedkin",10,2018-04-08
339,tt0047396,2019-11-21,2019-11-21,,"Rear Window","Rear Window",https://www.imdb.com/title/tt0047396/,Movie,8.5,112,1954,"Drama, Mystery, Thriller",564444,1954-09-01,"Alfred Hitchcock",10,2018-04-08
340,tt0054215,2019-11-21,2019-11-21,,"Psycho","Psycho",https://www.imdb.com/title/tt0054215/,Movie,8.5,109,1960,"Drama, Horror, Mystery, Thriller",778237,1960-09-08,"Alfred Hitchcock",10,2019-10-23
341,tt5052448,2019-11-21,2019-11-21,,"Get Out","Get Out",https://www.imdb.com/title/tt5052448/,Movie,7.8,104,2017,"Horror, Mystery, Thriller",800139,2017-02-24,"Jordan Peele",9,2019-08-05
342,tt1156398,2019-11-21,2019-11-21,,"Zombieland","Zombieland",https://www.imdb.com/title/tt1156398/,Movie,7.5,88,2009,"Action, Comedy, Horror",660970,2009-10-02,"Ruben Fleischer",8,2019-02-03
343,tt6857112,2019-11-21,2019-11-21,,"Us","Us",https://www.imdb.com/title/tt6857112/,Movie,6.8,116,2019,"Horror, Mystery, Thriller",385337,2019-03-22,"Jordan Peele",10,2019-07-20
344,tt0078748,2019-11-21,2019-11-21,,"Alien","Alien",https://www.imdb.com/title/tt0078748/,Movie,8.5,117,1979,"Horror, Sci-Fi",1052081,1979-06-22,"Ridley Scott",10,2018-04-08
345,tt0081505,2019-11-21,2019-11-21,,"The Shining","The Shining",https://www.imdb.com/title/tt0081505/,Movie,8.4,146,1980,"Drama, Horror",1210506,1980-06-13,"Stanley Kubrick",9,2018-04-08
346,tt0090605,2019-11-21,2019-11-21,,"Aliens","Aliens",https://www.imdb.com/title/tt0090605/,Movie,8.4,137,1986,"Action, Adventure, Horror, Sci-Fi, Thriller",833401,1986-07-18,"James Cameron",8,2019-08-05
347,tt0022913,2019-11-21,2019-11-21,,"Freaks","Freaks",https://www.imdb.com/title/tt0022913/,Movie,7.8,64,1932,"Drama, Horror",54255,1932-02-20,"Tod Browning",8,2022-10-26
348,tt0069341,2019-11-21,2019-11-21,,"Tales from the Crypt","Tales from the Crypt",https://www.imdb.com/title/tt0069341/,Movie,6.8,92,1972,"Drama, Horror, Mystery, Thriller",14411,1972-03-09,"Freddie Francis",,
349,tt0070868,2019-11-21,2019-11-21,,"The Vault of Horror","The Vault of Horror",https://www.imdb.com/title/tt0070868/,Movie,6.6,87,1973,"Horror, Thriller",6928,1973-03-30,"Roy Ward Baker",7,2020-10-24
350,tt0065669,2019-11-21,2019-11-21,,"The Dunwich Horror","The Dunwich Horror",https://www.imdb.com/title/tt0065669/,Movie,5.4,90,1970,"Horror",5840,1970-01-14,"Daniel Haller",,
351,tt0021884,2019-11-21,2019-11-21,,"Frankenstein","Frankenstein",https://www.imdb.com/title/tt0021884/,Movie,7.7,70,1931,"Drama, Horror, Sci-Fi, Thriller",86995,1931-11-21,"James Whale",,
352,tt1259521,2019-11-21,2019-11-21,,"The Cabin in the Woods","The Cabin in the Woods",https://www.imdb.com/title/tt1259521/,Movie,7.0,95,2011,"Horror, Mystery, Thriller",485668,2012-04-13,"Drew Goddard",8,2020-10-24
353,tt1396484,2019-11-21,2019-11-21,,"It","It",https://www.imdb.com/title/tt1396484/,Movie,7.3,135,2017,"Horror",684390,2017-09-08,"Andy Muschietti",8,2018-04-08
354,tt3387648,2019-11-21,2019-11-21,,"The Taking of Deborah Logan","The Taking",https://www.imdb.com/title/tt3387648/,Movie,6.0,90,2014,"Fantasy, Horror, Mystery, Thriller",48558,2014-10-21,"Adam Robitel",8,2019-10-23
355,tt0099864,2019-11-21,2019-11-21,,"IT","IT",https://www.imdb.com/title/tt0099864/,TV Mini Series,6.8,192,1990,"Drama, Horror, Mystery, Thriller",151856,1990-11-18,,9,2022-10-25
356,tt7349950,2019-11-21,2019-11-21,,"It: Chapter Two","It: Chapter Two",https://www.imdb.com/title/tt7349950/,Movie,6.5,169,2019,"Drama, Fantasy, Horror",348205,2019-09-06,"Andy Muschietti",8,2019-10-23
357,tt6195094,2019-11-21,2019-11-21,,"Incident in a Ghostland","Ghostland",https://www.imdb.com/title/tt6195094/,Movie,6.4,91,2018,"Drama, Horror, Mystery, Thriller",45886,2018-06-22,"Pascal Laugier",,
358,tt4263482,2019-11-21,2019-11-21,,"The Witch","The VVitch: A New-England Folktale",https://www.imdb.com/title/tt4263482/,Movie,7.0,92,2015,"Drama, Fantasy, Horror, Mystery, Thriller",346785,2016-02-19,"Robert Eggers",9,2019-06-19
359,tt5109784,2019-11-21,2019-11-21,,"Mother!","Mother!",https://www.imdb.com/title/tt5109784/,Movie,6.6,121,2017,"Drama, Horror, Mystery",265783,2017-09-15,"Darren Aronofsky",10,2018-04-08
360,tt5022702,2019-11-21,2019-11-21,,"Hush","Hush",https://www.imdb.com/title/tt5022702/,Movie,6.6,82,2016,"Horror, Thriller",167740,2016-04-08,"Mike Flanagan",9,2019-10-19
361,tt2400463,2019-11-21,2019-11-21,,"The Invitation","The Invitation",https://www.imdb.com/title/tt2400463/,Movie,6.6,100,2015,"Drama, Horror, Mystery, Thriller",127891,2016-04-08,"Karyn Kusama",9,2020-10-24
362,tt0103644,2019-11-21,2019-11-21,,"Alien³","Alien³",https://www.imdb.com/title/tt0103644/,Movie,6.4,114,1992,"Action, Horror, Sci-Fi",349499,1992-05-22,"David Fincher",8,2019-06-19
363,tt0086541,2019-11-21,2019-11-21,,"Videodrome","Videodrome",https://www.imdb.com/title/tt0086541/,Movie,7.2,87,1983,"Drama, Horror, Sci-Fi, Thriller",111689,1983-02-04,"David Cronenberg",10,2018-04-08
364,tt0081455,2019-11-21,2019-11-21,,"Scanners","Scanners",https://www.imdb.com/title/tt0081455/,Movie,6.7,103,1981,"Horror, Sci-Fi, Thriller",66953,1981-01-14,"David Cronenberg",8,2018-04-08
365,tt0082010,2019-11-21,2019-11-21,,"An American Werewolf in London","An American Werewolf in London",https://www.imdb.com/title/tt0082010/,Movie,7.5,97,1981,"Comedy, Horror",132920,1981-08-21,"John Landis",8,2018-04-08
